step,train_acc,valid_acc
0,0.6835341453552246,0.6317689418792725
1,0.8927711248397827,0.6895306706428528
2,0.9570281505584717,0.6750902533531189
3,0.9875501990318298,0.6895306706428528
4,0.9943775534629822,0.7148014307022095
5,0.9955823421478271,0.7220216393470764
6,0.9959839582443237,0.7039710879325867
7,0.9963855743408203,0.7075812220573425
8,0.9967871904373169,0.7003610134124756
9,0.9967871904373169,0.7003610134124756
