step,train_acc,valid_acc
0,0.7236948013305664,0.595667839050293
1,0.8457831740379333,0.6498194932937622
2,0.9385542273521423,0.6642599105834961
3,0.9839357733726501,0.6750902533531189
4,0.9787148833274841,0.6534296274185181
5,0.993574321269989,0.6967508792877197
6,0.9919679164886475,0.6462093591690063
7,0.9955823421478271,0.6534296274185181
8,0.9955823421478271,0.6823104619979858
9,0.9951807260513306,0.6823104619979858
