step,train_acc,valid_acc
0,0.5714285969734192,0.650602400302887
1,0.6759061813354492,0.6385542154312134
2,0.7398720979690552,0.6325300931930542
3,0.7729211449623108,0.6566264629364014
4,0.7420042753219604,0.650602400302887
5,0.8400853276252747,0.6746987700462341
6,0.8518123626708984,0.6144577860832214
7,0.8795309662818909,0.6144577860832214
8,0.9136461019515991,0.668674647808075
9,0.9509595036506653,0.6626505851745605
