step,train_acc,valid_acc
0,0.6720000505447388,0.660714328289032
1,0.796000063419342,0.7142857313156128
2,0.8480000495910645,0.6964285969734192
3,0.9160000681877136,0.7321428656578064
4,0.9320000410079956,0.7500000596046448
5,0.9360000491142273,0.7678571939468384
6,0.9360000491142273,0.785714328289032
7,0.9360000491142273,0.7678571939468384
8,0.9360000491142273,0.6964285969734192
9,0.9360000491142273,0.7678571939468384
