step,train_acc,valid_acc
0,0.47200003266334534,0.5
1,0.47600001096725464,0.5
2,0.47600001096725464,0.5
3,0.47600001096725464,0.5
4,0.47600001096725464,0.5
5,0.47600001096725464,0.5
6,0.47600001096725464,0.5
7,0.47600001096725464,0.5
8,0.47600001096725464,0.5
9,0.47600001096725464,0.5
