step,train_acc,valid_acc
0,0.535742998123169,0.5595667958259583
1,0.5594377517700195,0.5162454843521118
2,0.5594377517700195,0.5812274217605591
3,0.5353413820266724,0.5631768703460693
4,0.5445783138275146,0.5487364530563354
5,0.5377510190010071,0.5523465871810913
6,0.540963888168335,0.5523465871810913
7,0.5405622720718384,0.5487364530563354
8,0.5534136891365051,0.5740072131156921
9,0.5405622720718384,0.5487364530563354
