step,train_acc,valid_acc
0,0.6524520516395569,0.5542168617248535
1,0.7238805890083313,0.626505970954895
2,0.727078914642334,0.6445782780647278
3,0.7697228193283081,0.626505970954895
4,0.8379530906677246,0.6204819083213806
5,0.8837953209877014,0.6807228922843933
6,0.9115138649940491,0.668674647808075
7,0.9413646459579468,0.650602400302887
8,0.9445629119873047,0.7048192620277405
9,0.9562900066375732,0.6927710771560669
