step,train_acc,valid_acc
0,0.5714285969734192,0.650602400302887
1,0.6865671873092651,0.6325300931930542
2,0.7313433289527893,0.6566264629364014
3,0.7398720979690552,0.6566264629364014
4,0.785714328289032,0.6626505851745605
5,0.8294243216514587,0.6325300931930542
6,0.8773987293243408,0.6807228922843933
7,0.9179104566574097,0.6927710771560669
8,0.9179104566574097,0.6445782780647278
9,0.954157829284668,0.6325300931930542
