step,train_acc,valid_acc
0,0.7654618620872498,0.671480119228363
1,0.8871486186981201,0.6570397019386292
2,0.9449799656867981,0.7148014307022095
3,0.9891566634178162,0.7220216393470764
4,0.9887550473213196,0.7184115648269653
5,0.9863454103469849,0.7075812220573425
6,0.9927710890769958,0.6823104619979858
7,0.9967871904373169,0.7111913561820984
8,0.9951807260513306,0.67870032787323
9,0.9939759373664856,0.6823104619979858
