step,train_acc,valid_acc
0,0.5480000376701355,0.5
1,0.8040000200271606,0.6964285969734192
2,0.8560000658035278,0.7142857313156128
3,0.8720000386238098,0.6785714626312256
4,0.9200000166893005,0.7142857313156128
5,0.9360000491142273,0.6964285969734192
6,0.9360000491142273,0.7321428656578064
7,0.9360000491142273,0.7321428656578064
8,0.9360000491142273,0.7321428656578064
9,0.9360000491142273,0.7321428656578064
