step,train_acc,valid_acc
0,0.7600000500679016,0.6071428656578064
1,0.8040000200271606,0.660714328289032
2,0.8920000195503235,0.6785714626312256
3,0.9200000166893005,0.7500000596046448
4,0.9240000247955322,0.7321428656578064
5,0.9360000491142273,0.7678571939468384
6,0.9360000491142273,0.785714328289032
7,0.9360000491142273,0.785714328289032
8,0.9360000491142273,0.8035714626312256
9,0.9360000491142273,0.7678571939468384
