step,train_acc,valid_acc
0,0.7640000581741333,0.7142857313156128
1,0.7720000147819519,0.6785714626312256
2,0.9080000519752502,0.7678571939468384
3,0.9080000519752502,0.7678571939468384
4,0.9360000491142273,0.8035714626312256
5,0.9360000491142273,0.8035714626312256
6,0.9360000491142273,0.8035714626312256
7,0.9280000329017639,0.7321428656578064
8,0.9360000491142273,0.8392857313156128
9,0.9360000491142273,0.8392857313156128
