step,train_acc,valid_acc
0,0.7880000472068787,0.7321428656578064
1,0.7920000553131104,0.6964285969734192
2,0.9160000681877136,0.7500000596046448
3,0.9360000491142273,0.7321428656578064
4,0.9360000491142273,0.7500000596046448
5,0.9360000491142273,0.7678571939468384
6,0.9360000491142273,0.7678571939468384
7,0.9360000491142273,0.7500000596046448
8,0.9360000491142273,0.7500000596046448
9,0.9360000491142273,0.7500000596046448
