step,Acc
0,0.5573999881744385
1,0.6478999853134155
2,0.7124999761581421
3,0.7184000015258789
4,0.7712000012397766
5,0.7894999980926514
6,0.8441999554634094
7,0.824400007724762
8,0.8420999646186829
9,0.8484999537467957
10,0.8652999997138977
11,0.8763999938964844
12,0.8534999489784241
13,0.8698999881744385
14,0.8667999505996704
15,0.8689999580383301
16,0.8858999609947205
17,0.8758999705314636
18,0.8748999834060669
19,0.8903999924659729
20,0.8844999670982361
21,0.8762999773025513
22,0.8926999568939209
23,0.8991999626159668
24,0.8801999688148499
25,0.8616999983787537
26,0.8964999914169312
27,0.8863999843597412
28,0.8707000017166138
29,0.8968999981880188
30,0.8901000022888184
31,0.8885999917984009
32,0.8619999885559082
33,0.8666999936103821
34,0.8636999726295471
35,0.8341999650001526
36,0.8534999489784241
37,0.8210999965667725
38,0.854699969291687
39,0.8703999519348145
40,0.8400999903678894
41,0.8579999804496765
42,0.8693999648094177
43,0.8446999788284302
44,0.8436999917030334
45,0.871399998664856
46,0.8120999932289124
47,0.7911999821662903
48,0.8216999769210815
49,0.8625999689102173
50,0.8385999798774719
51,0.8596999645233154
52,0.810699999332428
53,0.8434000015258789
54,0.7936999797821045
55,0.7682999968528748
56,0.8592999577522278
57,0.8657000064849854
58,0.8203999996185303
59,0.8738999962806702
60,0.8496999740600586
61,0.8746999502182007
62,0.8463999629020691
63,0.8459999561309814
64,0.8513000011444092
65,0.8483999967575073
66,0.8953999876976013
67,0.8646999597549438
68,0.8949999809265137
69,0.8928999900817871
70,0.8815000057220459
71,0.8876999616622925
72,0.9005999565124512
73,0.9132999777793884
74,0.9178999662399292
75,0.9121999740600586
76,0.9092999696731567
77,0.9283999800682068
78,0.9236999750137329
79,0.9319999814033508
80,0.9267999529838562
81,0.924299955368042
82,0.9292999505996704
83,0.9343000054359436
84,0.9280999898910522
85,0.9289999604225159
86,0.9241999983787537
87,0.9267999529838562
88,0.9251999855041504
89,0.9258999824523926
90,0.9211999773979187
91,0.9174999594688416
92,0.9196999669075012
93,0.8969999551773071
94,0.9197999835014343
95,0.8982999920845032
96,0.9144999980926514
97,0.8986999988555908
98,0.9086999893188477
99,0.8999999761581421
100,0.9018999934196472
101,0.9041000008583069
102,0.8898999691009521
103,0.8890999555587769
104,0.8995999693870544
105,0.8915999531745911
106,0.8924999833106995
107,0.8798999786376953
108,0.880899965763092
109,0.8672999739646912
110,0.85589998960495
111,0.8485999703407288
112,0.7793999910354614
113,0.8525999784469604
114,0.8622999787330627
115,0.7947999835014343
116,0.8862999677658081
117,0.8312000036239624
118,0.828499972820282
119,0.8691999912261963
120,0.8482999801635742
121,0.8639000058174133
122,0.8585999608039856
123,0.8761999607086182
124,0.8608999848365784
125,0.873699963092804
126,0.8215000033378601
127,0.8718999624252319
128,0.8680999875068665
129,0.8684999942779541
130,0.8855999708175659
131,0.8858999609947205
132,0.8604999780654907
133,0.8937999606132507
134,0.8877999782562256
135,0.9010999798774719
136,0.8995999693870544
137,0.8822999596595764
138,0.8962000012397766
139,0.9151999950408936
140,0.9081999659538269
141,0.9181999564170837
142,0.9122999906539917
143,0.9317999482154846
144,0.9291999936103821
145,0.9289000034332275
146,0.9307999610900879
147,0.933899998664856
148,0.9303999543190002
149,0.9294999837875366
150,0.9273999929428101
151,0.9298999905586243
152,0.9247999787330627
153,0.9369999766349792
154,0.932699978351593
155,0.9328999519348145
156,0.9250999689102173
157,0.9212999939918518
158,0.9170999526977539
159,0.9168999791145325
160,0.9235999584197998
161,0.8995999693870544
162,0.9067999720573425
163,0.9025999903678894
164,0.9066999554634094
165,0.902899980545044
166,0.8883999586105347
167,0.8914999961853027
168,0.9006999731063843
169,0.8795999884605408
170,0.9001999497413635
171,0.8382999897003174
172,0.8694999814033508
173,0.8885999917984009
174,0.8442999720573425
175,0.8604999780654907
176,0.8345999717712402
177,0.8165000081062317
178,0.8700999617576599
179,0.7924000024795532
180,0.8652999997138977
181,0.8761000037193298
182,0.8657999634742737
183,0.7994999885559082
184,0.848800003528595
185,0.8628000020980835
186,0.8352999687194824
187,0.8381999731063843
188,0.8319000005722046
189,0.8673999905586243
190,0.8695999979972839
191,0.8474999666213989
192,0.8592999577522278
193,0.8761999607086182
194,0.8467999696731567
195,0.876800000667572
196,0.8690999746322632
197,0.8723999857902527
198,0.8547999858856201
199,0.8733999729156494
