step,Acc
0,0.14180000126361847
1,0.20639999210834503
2,0.23589999973773956
3,0.3215000033378601
4,0.33949998021125793
5,0.3756999969482422
6,0.39629998803138733
7,0.41429999470710754
8,0.45499998331069946
9,0.4391999840736389
10,0.447299987077713
11,0.47200000286102295
12,0.4908999800682068
13,0.47839999198913574
14,0.4948999881744385
15,0.4617999792098999
16,0.5134999752044678
17,0.5036999583244324
18,0.5238999724388123
19,0.5360000133514404
20,0.5252999663352966
21,0.5489000082015991
22,0.5407999753952026
23,0.5310999751091003
24,0.5529999732971191
25,0.5500999689102173
26,0.5516999959945679
27,0.5437999963760376
28,0.5756999850273132
29,0.5593999624252319
30,0.5744999647140503
31,0.5579999685287476
32,0.5597000122070312
33,0.5615999698638916
34,0.5672999620437622
35,0.5688999891281128
36,0.5893999934196472
37,0.5812999606132507
38,0.5740000009536743
39,0.5708999633789062
40,0.5976999998092651
41,0.5794000029563904
42,0.5916000008583069
43,0.5977999567985535
44,0.5906999707221985
45,0.5924999713897705
46,0.585599958896637
47,0.5863999724388123
48,0.5976999998092651
49,0.5762999653816223
50,0.6035000085830688
51,0.5920000076293945
52,0.6014999747276306
53,0.6035999655723572
54,0.6071000099182129
55,0.5989999771118164
56,0.6026999950408936
57,0.6107999682426453
58,0.5827999711036682
59,0.602400004863739
60,0.592199981212616
61,0.5927000045776367
62,0.5971999764442444
63,0.6110999584197998
64,0.6096999645233154
65,0.6093999743461609
66,0.5938999652862549
67,0.6067000031471252
68,0.6098999977111816
69,0.5924000144004822
70,0.6004999876022339
71,0.6035000085830688
72,0.611799955368042
73,0.5893999934196472
74,0.6150000095367432
75,0.609499990940094
76,0.6072999835014343
77,0.6074000000953674
78,0.6139000058174133
79,0.6046000123023987
80,0.6146999597549438
81,0.617900013923645
82,0.6144999861717224
83,0.6164000034332275
84,0.6011999845504761
85,0.6029999852180481
86,0.6013999581336975
87,0.6078999638557434
88,0.6214999556541443
89,0.6225000023841858
90,0.5977999567985535
91,0.5972999930381775
92,0.6092999577522278
93,0.6103999614715576
94,0.6116999983787537
95,0.6092000007629395
96,0.611299991607666
97,0.5995000004768372
98,0.607699990272522
99,0.6096999645233154
100,0.6083999872207642
101,0.6193999648094177
102,0.6139999628067017
103,0.6129999756813049
104,0.6211999654769897
105,0.6155999898910522
106,0.6207000017166138
107,0.6204999685287476
108,0.6173999905586243
109,0.6096999645233154
110,0.6218000054359436
111,0.6193999648094177
112,0.6222000122070312
113,0.6168000102043152
114,0.6110000014305115
115,0.6100000143051147
116,0.6225999593734741
117,0.6064000129699707
118,0.6152999997138977
119,0.6118999719619751
120,0.6233999729156494
121,0.6175999641418457
122,0.6186999678611755
123,0.6107000112533569
124,0.6069999933242798
125,0.6204000115394592
126,0.6152999997138977
127,0.6104999780654907
128,0.6164999604225159
129,0.612500011920929
130,0.6134999990463257
131,0.6233999729156494
132,0.6215999722480774
133,0.611799955368042
134,0.6184999942779541
135,0.6177999973297119
136,0.6108999848365784
137,0.617900013923645
138,0.6150999665260315
139,0.6143999695777893
140,0.6139000058174133
141,0.6176999807357788
142,0.618399977684021
143,0.6108999848365784
144,0.6146000027656555
145,0.6140999794006348
146,0.6244999766349792
147,0.6107000112533569
148,0.6100000143051147
149,0.6049000024795532
150,0.6189999580383301
151,0.6171999573707581
152,0.5959999561309814
153,0.6179999709129333
154,0.6175000071525574
155,0.6049000024795532
156,0.6223999857902527
157,0.620199978351593
158,0.6212999820709229
159,0.6107000112533569
160,0.6171999573707581
161,0.6198999881744385
162,0.6164999604225159
163,0.615399956703186
164,0.6270999908447266
165,0.6141999959945679
166,0.6197999715805054
167,0.6171000003814697
168,0.621399998664856
169,0.6154999732971191
170,0.625
171,0.6017000079154968
172,0.6176999807357788
173,0.6121999621391296
174,0.613599956035614
175,0.6050999760627747
176,0.6151999831199646
177,0.6100999712944031
178,0.6200000047683716
179,0.6150000095367432
180,0.6198999881744385
181,0.6184999942779541
182,0.6169999837875366
183,0.6152999997138977
184,0.6122999787330627
185,0.6146999597549438
186,0.6232999563217163
187,0.6194999814033508
188,0.6150999665260315
189,0.6154999732971191
190,0.6189999580383301
191,0.6194999814033508
192,0.6226999759674072
193,0.6237999796867371
194,0.6193999648094177
195,0.6128999590873718
196,0.6164000034332275
197,0.6110000014305115
198,0.6186999678611755
199,0.6279999613761902
