step,Acc
0,0.13859999179840088
1,0.24289999902248383
2,0.2809000015258789
3,0.32429999113082886
4,0.3326999843120575
5,0.40529999136924744
6,0.4229999780654907
7,0.42800000309944153
8,0.45639997720718384
9,0.48019999265670776
10,0.46239998936653137
11,0.5045999884605408
12,0.5078999996185303
13,0.5091999769210815
14,0.5267999768257141
15,0.5263999700546265
16,0.5198999643325806
17,0.5385000109672546
18,0.5511999726295471
19,0.5482000112533569
20,0.5435000061988831
21,0.5582999587059021
22,0.5806999802589417
23,0.5631999969482422
24,0.5835999846458435
25,0.58160001039505
26,0.5759999752044678
27,0.5755000114440918
28,0.583299994468689
29,0.5769000053405762
30,0.588699996471405
31,0.5835999846458435
32,0.5884999632835388
33,0.5924999713897705
34,0.5950999855995178
35,0.5943999886512756
36,0.6014999747276306
37,0.5934999585151672
38,0.604699969291687
39,0.6064000129699707
40,0.6047999858856201
41,0.6010000109672546
42,0.6085000038146973
43,0.602899968624115
44,0.5938999652862549
45,0.6119999885559082
46,0.6089999675750732
47,0.6090999841690063
48,0.6132999658584595
49,0.6110000014305115
50,0.6202999949455261
51,0.6146000027656555
52,0.6125999689102173
53,0.6190999746322632
54,0.6276999711990356
55,0.6190999746322632
56,0.6175000071525574
57,0.6193999648094177
58,0.6161999702453613
59,0.6180999875068665
60,0.621399998664856
61,0.6258000135421753
62,0.6248999834060669
63,0.6245999932289124
64,0.6265000104904175
65,0.626800000667572
66,0.6216999888420105
67,0.6154999732971191
68,0.6262999773025513
69,0.6258999705314636
70,0.6304000020027161
71,0.6240000128746033
72,0.6229999661445618
73,0.6310999989509583
74,0.628600001335144
75,0.6340999603271484
76,0.6252999901771545
77,0.6281999945640564
78,0.6270999908447266
79,0.6277999877929688
80,0.6315000057220459
81,0.6274999976158142
82,0.6324999928474426
83,0.6312999725341797
84,0.6331999897956848
85,0.6333999633789062
86,0.6331999897956848
87,0.6367999911308289
88,0.6316999793052673
89,0.6316999793052673
90,0.6315999627113342
91,0.635699987411499
92,0.6310999989509583
93,0.6345999836921692
94,0.6319999694824219
95,0.6341999769210815
96,0.6380000114440918
97,0.6383000016212463
98,0.6362999677658081
99,0.6355999708175659
100,0.6308000087738037
101,0.6331999897956848
102,0.6370999813079834
103,0.6353999972343445
104,0.6342999935150146
105,0.635699987411499
106,0.6365000009536743
107,0.637499988079071
108,0.6341999769210815
109,0.6337999701499939
110,0.6355999708175659
111,0.6384999752044678
112,0.6367999911308289
113,0.6377999782562256
114,0.6305999755859375
115,0.6358999609947205
116,0.6363999843597412
117,0.6358000040054321
118,0.637499988079071
119,0.6347000002861023
120,0.6376999616622925
121,0.6378999948501587
122,0.6392999887466431
123,0.6384999752044678
124,0.6376000046730042
125,0.6359999775886536
126,0.6384999752044678
127,0.6313999891281128
128,0.6408999562263489
129,0.638700008392334
130,0.6390999555587769
131,0.6362000107765198
132,0.6401999592781067
133,0.635699987411499
134,0.6354999542236328
135,0.6362999677658081
136,0.6372999548912048
137,0.6381999850273132
138,0.6369999647140503
139,0.6394000053405762
140,0.6383000016212463
141,0.6365999579429626
142,0.638700008392334
143,0.6358999609947205
144,0.6359999775886536
145,0.6388999819755554
146,0.6360999941825867
147,0.6401000022888184
148,0.635699987411499
149,0.637499988079071
150,0.6358000040054321
151,0.6383000016212463
152,0.6414999961853027
153,0.6401000022888184
154,0.6410999894142151
155,0.6366999745368958
156,0.6394000053405762
157,0.6381999850273132
158,0.6390999555587769
159,0.6412000060081482
160,0.6387999653816223
161,0.6396999955177307
162,0.6408999562263489
163,0.6398000121116638
164,0.6395999789237976
165,0.638700008392334
166,0.6394000053405762
167,0.6425999999046326
168,0.6402999758720398
169,0.6376999616622925
170,0.6408999562263489
171,0.640999972820282
172,0.6381999850273132
173,0.6412000060081482
174,0.6416999697685242
175,0.6416000127792358
176,0.6396999955177307
177,0.6408999562263489
178,0.6416999697685242
179,0.6399999856948853
180,0.6399999856948853
181,0.6398999691009521
182,0.6392999887466431
183,0.6419999599456787
184,0.6413999795913696
185,0.6380000114440918
186,0.6395999789237976
187,0.6402999758720398
188,0.640500009059906
189,0.6403999924659729
190,0.6407999992370605
191,0.6398000121116638
192,0.6399999856948853
193,0.637499988079071
194,0.6416000127792358
195,0.6405999660491943
196,0.6394000053405762
197,0.6369999647140503
198,0.6373999714851379
199,0.6401999592781067
