step,Acc
0,0.43860000371932983
1,0.5274999737739563
2,0.6202999949455261
3,0.6371999979019165
4,0.6258000135421753
5,0.6567999720573425
6,0.6902999877929688
7,0.6786999702453613
8,0.6899999976158142
9,0.6586999893188477
10,0.729200005531311
11,0.7303000092506409
12,0.7184999585151672
13,0.7234999537467957
14,0.743399977684021
15,0.7400000095367432
16,0.6998999714851379
17,0.725600004196167
18,0.7033999562263489
19,0.7457999587059021
20,0.7587999701499939
21,0.7276999950408936
22,0.7626999616622925
23,0.7473999857902527
24,0.7484999895095825
25,0.760699987411499
26,0.7407000064849854
27,0.7602999806404114
28,0.7027999758720398
29,0.7421999573707581
30,0.7520999908447266
31,0.7572000026702881
32,0.7634999752044678
33,0.7425999641418457
34,0.7640999555587769
35,0.762999951839447
36,0.740399956703186
37,0.7214999794960022
38,0.7562999725341797
39,0.7694000005722046
40,0.7605999708175659
41,0.7519999742507935
42,0.7689999938011169
43,0.7681999802589417
44,0.7610999941825867
45,0.7461000084877014
46,0.7554000020027161
47,0.7787999510765076
48,0.7551999688148499
49,0.7599999904632568
50,0.7597999572753906
51,0.7318999767303467
52,0.7701999545097351
53,0.7852999567985535
54,0.7639999985694885
55,0.7400999665260315
56,0.7670999765396118
57,0.7443999648094177
58,0.7653999924659729
59,0.7355999946594238
60,0.7637999653816223
61,0.7470999956130981
62,0.790399968624115
63,0.7680999636650085
64,0.7793999910354614
65,0.7773000001907349
66,0.7893999814987183
67,0.7755999565124512
68,0.7960000038146973
69,0.7753999829292297
70,0.7841999530792236
71,0.7895999550819397
72,0.7831000089645386
73,0.8075999617576599
74,0.786300003528595
75,0.8025999665260315
76,0.7967000007629395
77,0.7930999994277954
78,0.7945999503135681
79,0.7798999547958374
80,0.7910000085830688
81,0.7841999530792236
82,0.789900004863739
83,0.8042999505996704
84,0.7965999841690063
85,0.8246999979019165
86,0.7928999662399292
87,0.7836999893188477
88,0.7997999787330627
89,0.7838999629020691
90,0.81659996509552
91,0.8070999979972839
92,0.8060999512672424
93,0.7981999516487122
94,0.8083999752998352
95,0.7709999680519104
96,0.8000999689102173
97,0.8193999528884888
98,0.7874000072479248
99,0.8047999739646912
100,0.8000999689102173
101,0.8109999895095825
102,0.8114999532699585
103,0.7954999804496765
104,0.8024999499320984
105,0.7958999872207642
106,0.8199999928474426
107,0.7989000082015991
108,0.7852999567985535
109,0.8184999823570251
110,0.8087999820709229
111,0.7971999645233154
112,0.8090999722480774
113,0.8204999566078186
114,0.8070999979972839
115,0.8406999707221985
116,0.8211999535560608
117,0.821399986743927
118,0.8308999538421631
119,0.819599986076355
120,0.8295999765396118
121,0.8398999571800232
122,0.8227999806404114
123,0.8330999612808228
124,0.8384999632835388
125,0.8109999895095825
126,0.8310999870300293
127,0.84579998254776
128,0.8342999815940857
129,0.8443999886512756
130,0.8287000060081482
131,0.8369999527931213
132,0.8285999894142151
133,0.8363999724388123
134,0.8427000045776367
135,0.8393999934196472
136,0.8424999713897705
137,0.84579998254776
138,0.8491999506950378
139,0.847000002861023
140,0.8420999646186829
141,0.8529999852180481
142,0.8411999940872192
143,0.8436999917030334
144,0.8490999937057495
145,0.84579998254776
146,0.8486999869346619
147,0.8550999760627747
148,0.8486999869346619
149,0.8535999655723572
150,0.8570999503135681
151,0.8529999852180481
152,0.8527999520301819
153,0.8554999828338623
154,0.8589999675750732
155,0.8568999767303467
156,0.8597999811172485
157,0.8597999811172485
158,0.8575999736785889
159,0.8623999953269958
160,0.858199954032898
161,0.8695999979972839
162,0.8658999800682068
163,0.8710999488830566
164,0.8705999851226807
165,0.8669999837875366
166,0.8711999654769897
167,0.8737999796867371
168,0.8729999661445618
169,0.8726999759674072
170,0.8715999722480774
171,0.8734999895095825
172,0.8751999735832214
173,0.8793999552726746
174,0.8779999613761902
175,0.8783999681472778
176,0.8831999897956848
177,0.882599949836731
178,0.8859999775886536
179,0.8786999583244324
180,0.8823999762535095
181,0.8817999958992004
182,0.8858999609947205
183,0.8871999979019165
184,0.8865999579429626
185,0.8881999850273132
186,0.8876999616622925
187,0.8883999586105347
188,0.8887999653816223
189,0.8888999819755554
190,0.8860999941825867
191,0.8887999653816223
192,0.8883000016212463
193,0.8885999917984009
194,0.8876999616622925
195,0.8883999586105347
196,0.88919997215271
197,0.8888999819755554
198,0.8888999819755554
199,0.8877999782562256
